# x,y,Bx,By,Bz,Psi
839.117,1154.05,-0.0522731,0.0579888,0,1.08882
769.802,1185.47,-0.0390887,0.0558327,0,1.05527
797.701,1165.43,-0.0444773,0.0573874,0,1.06633
713.955,1206.01,-0.0192213,0.0633997,0,1.03741
881.796,1143.38,-0.0568475,0.0555651,0,1.1039
1058.48,1136.48,-0.046043,0.0528513,0,1.19507
923.297,1118.39,-0.0582686,0.050544,0,1.09413
967.408,1126.39,-0.0569128,0.0524206,0,1.12365
400.07,1224.11,0.0889052,-0.0295449,0,0.979139
333.197,1215.85,0.0956486,-0.0549065,0,0.992125
489.266,1203.71,0.0516517,0.00449208,0,0.984085
682.875,1182.59,-0.0165095,0.044926,0,1.02175
627.024,1172.14,-0.00128407,0.0344576,0,1.00728
737.936,1173.55,-0.0306808,0.0526587,0,1.04037
848.055,1112.63,-0.0555736,0.0469193,0,1.06147
1045.72,1095.18,-0.0499888,0.05676,0,1.16126
1090.28,1104.66,-0.0445934,0.0601594,0,1.18954
1073.9,1059.68,-0.0509053,0.0618416,0,1.15488
1122.08,1072.84,-0.0418392,0.0643401,0,1.20536
965.744,1089.44,-0.0571114,0.0524046,0,1.11575
1108.89,1031.34,-0.0493501,0.0676979,0,1.16878
1153.88,1041.02,-0.0447979,0.072681,0,1.20312
425.391,1202.03,0.0682375,-0.0180662,0,0.986795
389.121,1195.15,0.0718196,-0.0332966,0,0.998152
356.481,1195.66,0.078772,-0.0412866,0,1.00256
460.676,1189.49,0.0530684,-0.0136058,0,0.992891
517.338,1196.45,0.0380833,0.00623157,0,0.990286
333.397,1175.24,0.0805692,-0.0446221,0,1.01058
582.641,1173.58,0.0145669,0.0213628,0,0.997934
813.752,1134.87,-0.0489955,0.0505933,0,1.05838
767.542,1143.68,-0.0385647,0.0526681,0,1.04856
884.785,1109.11,-0.0577459,0.0486062,0,1.07506
1001.92,1082.86,-0.0550862,0.054125,0,1.13158
1130.8,997.076,-0.0509772,0.0724945,0,1.16645
1162.35,984.519,-0.0517679,0.0768943,0,1.17105
1185.68,1009.2,-0.0426354,0.0769604,0,1.22591
491.587,1171.96,0.0419946,-0.00542317,0,0.993474
536.551,1150.93,0.0247136,0.0091497,0,0.994895
369.409,1159.63,0.0735958,-0.0394958,0,1.00538
584.955,1137.68,0.00437299,0.0159493,0,0.999778
665.549,1148.92,-0.0128208,0.0399653,0,1.01549
709.048,1140.41,-0.028075,0.0427012,0,1.0256
796.24,1101.12,-0.049256,0.0415132,0,1.03901
901.057,1082.08,-0.0587904,0.0493398,0,1.08202
867.319,1069.94,-0.0595179,0.0443966,0,1.05257
1074.61,1021.43,-0.0533891,0.0634392,0,1.14092
1030.02,1062.62,-0.0562147,0.0578405,0,1.12165
983.469,1044.08,-0.0612951,0.0535706,0,1.08397
934.902,1069.25,-0.0606605,0.0493383,0,1.0794
1096.08,997.373,-0.0543996,0.0686373,0,1.14085
1209.01,966.325,-0.0474957,0.083679,0,1.21962
420.959,1155.49,0.05927,-0.0254781,0,0.998708
464.096,1155.45,0.0488605,-0.0128069,0,0.994732
333.597,1134.62,0.0752304,-0.0459105,0,1.01794
637.089,1135.18,-0.0129995,0.0284737,0,1.0081
831.552,1076.45,-0.0562047,0.0426572,0,1.0451
1033.78,1023.9,-0.0576032,0.0588156,0,1.1124
900.247,1048.71,-0.0636642,0.0449791,0,1.04868
